,attack
74506,4
74507,0
74508,4
74509,4
74510,0
74511,4
74512,4
74513,4
74514,0
74515,0
74516,0
74517,0
74518,4
74519,4
74520,4
74521,0
74522,0
74523,4
74524,4
74525,4
74526,4
74527,4
74528,0
74529,4
74530,0
74531,4
74532,0
74533,4
74534,4
74535,4
74536,0
74537,4
74538,4
74539,4
74540,4
74541,4
74542,0
74543,0
74544,4
74545,4
74546,0
74547,4
74548,4
74549,4
74550,4
74551,0
74552,0
74553,4
74554,4
74555,4
74556,1
74557,4
74558,0
74559,0
74560,4
74561,4
74562,4
74563,1
74564,0
74565,4
74566,0
74567,0
74568,0
74569,4
74570,0
74571,4
74572,0
74573,0
74574,4
74575,4
74576,4
74577,4
74578,4
74579,0
74580,0
74581,0
74582,0
74583,0
74584,0
74585,0
74586,0
74587,0
74588,4
74589,0
74590,0
74591,4
74592,0
74593,4
74594,4
74595,0
74596,0
74597,0
74598,4
74599,4
74600,4
74601,0
74602,0
74603,0
74604,4
74605,0
74606,4
74607,4
74608,4
74609,4
74610,4
74611,0
74612,4
74613,4
74614,0
74615,4
74616,0
74617,1
74618,0
74619,1
74620,4
74621,4
74622,0
74623,4
74624,4
74625,0
74626,1
74627,4
74628,4
74629,0
74630,4
74631,4
74632,0
74633,4
74634,0
74635,4
74636,0
74637,4
74638,4
74639,1
74640,4
74641,0
74642,1
74643,4
74644,4
74645,0
74646,4
74647,4
74648,0
74649,4
74650,4
74651,1
74652,0
74653,1
74654,4
74655,4
74656,4
74657,4
74658,4
74659,4
74660,4
74661,2
74662,0
74663,1
74664,0
74665,4
74666,4
74667,4
74668,4
74669,4
74670,4
74671,4
74672,4
74673,1
74674,4
74675,0
74676,4
74677,0
74678,0
74679,4
74680,0
74681,1
74682,0
74683,4
74684,4
74685,4
74686,4
74687,0
74688,4
74689,4
74690,1
74691,4
74692,4
74693,1
74694,4
74695,0
74696,4
74697,0
74698,4
74699,4
74700,4
74701,4
74702,0
74703,4
74704,0
74705,0
74706,0
74707,0
74708,0
74709,4
74710,4
74711,0
74712,1
74713,1
74714,0
74715,4
74716,4
74717,0
74718,1
74719,0
74720,1
74721,4
74722,4
74723,4
74724,4
74725,4
74726,4
74727,4
74728,4
74729,0
74730,4
74731,2
74732,0
74733,4
74734,4
74735,0
74736,0
74737,0
74738,0
74739,4
74740,0
74741,4
74742,0
74743,0
74744,4
74745,4
74746,4
74747,4
74748,0
74749,4
74750,4
74751,4
74752,0
74753,4
74754,0
74755,4
74756,0
74757,0
74758,4
74759,0
74760,4
74761,0
74762,0
74763,0
74764,4
74765,4
74766,0
74767,4
74768,4
74769,4
74770,1
74771,4
74772,1
74773,4
74774,4
74775,4
74776,0
74777,4
74778,4
74779,4
74780,4
74781,0
74782,4
74783,4
74784,0
74785,4
74786,4
74787,4
74788,4
74789,4
74790,4
74791,4
74792,4
74793,0
74794,1
74795,0
74796,4
74797,0
74798,1
74799,1
74800,0
74801,4
74802,0
74803,4
74804,0
74805,0
74806,0
74807,4
74808,4
74809,4
74810,4
74811,4
74812,4
74813,0
74814,0
74815,4
74816,4
74817,2
74818,4
74819,4
74820,0
74821,0
74822,4
74823,4
74824,4
74825,4
74826,4
74827,4
74828,4
74829,4
74830,4
74831,1
74832,4
74833,4
74834,0
74835,0
74836,4
74837,0
74838,4
74839,0
74840,4
74841,0
74842,4
74843,4
74844,0
74845,0
74846,0
74847,0
74848,0
74849,4
74850,4
74851,4
74852,4
74853,1
74854,0
74855,0
74856,0
74857,0
74858,0
74859,4
74860,4
74861,0
74862,0
74863,0
74864,4
74865,4
74866,4
74867,4
74868,0
74869,4
74870,0
74871,4
74872,4
74873,4
74874,4
74875,0
74876,1
74877,0
74878,4
74879,0
74880,4
74881,4
74882,0
74883,4
74884,0
74885,0
74886,4
74887,4
74888,0
74889,4
74890,4
74891,4
74892,4
74893,4
74894,1
74895,4
74896,4
74897,4
74898,0
74899,4
74900,0
74901,4
74902,1
74903,0
74904,0
74905,4
74906,4
74907,0
74908,4
74909,4
74910,4
74911,1
74912,4
74913,0
74914,4
74915,4
74916,0
74917,0
74918,4
74919,0
74920,4
74921,0
74922,4
74923,4
74924,4
74925,4
74926,4
74927,4
74928,1
74929,4
74930,4
74931,4
74932,4
74933,4
74934,0
74935,0
74936,1
74937,0
74938,4
74939,0
74940,0
74941,4
74942,4
74943,0
74944,0
74945,1
74946,0
74947,0
74948,4
74949,4
74950,0
74951,4
74952,4
74953,4
74954,4
74955,4
74956,0
74957,4
74958,4
74959,0
74960,4
74961,4
74962,1
74963,4
74964,0
74965,0
74966,0
74967,0
74968,0
74969,4
74970,4
74971,4
74972,0
74973,4
74974,4
74975,0
74976,0
74977,4
74978,0
74979,4
74980,4
74981,4
74982,4
74983,0
74984,0
74985,4
74986,0
74987,0
74988,0
74989,4
74990,0
74991,4
74992,4
74993,4
74994,4
74995,4
74996,4
74997,0
74998,4
74999,4
75000,4
75001,4
75002,0
75003,1
75004,4
75005,4
75006,4
75007,4
75008,0
75009,0
75010,0
75011,0
75012,0
75013,0
75014,0
75015,4
75016,0
75017,4
75018,0
75019,0
75020,4
75021,0
75022,4
75023,1
75024,0
75025,0
75026,4
75027,4
75028,4
75029,0
75030,4
75031,0
75032,1
75033,1
75034,0
75035,0
75036,0
75037,0
75038,0
75039,4
75040,4
75041,1
75042,4
75043,0
75044,0
75045,1
75046,1
75047,0
75048,0
75049,0
75050,0
75051,4
75052,0
75053,4
75054,0
75055,4
75056,4
75057,4
75058,0
75059,1
75060,0
75061,1
75062,4
75063,0
75064,4
75065,4
75066,4
75067,0
75068,4
75069,0
75070,4
75071,4
75072,4
75073,4
75074,0
75075,0
75076,0
75077,0
75078,4
75079,1
75080,4
75081,4
75082,1
75083,4
75084,0
75085,0
75086,0
75087,1
75088,4
75089,4
75090,0
75091,4
75092,4
75093,0
75094,4
75095,4
75096,0
75097,4
75098,0
75099,4
75100,1
75101,4
75102,4
75103,4
75104,0
75105,4
75106,4
75107,0
75108,0
75109,4
75110,0
75111,0
75112,4
75113,0
75114,1
75115,4
75116,0
75117,4
75118,4
75119,1
75120,0
75121,4
75122,0
75123,0
75124,4
75125,4
75126,4
75127,4
75128,0
75129,0
75130,4
75131,0
75132,4
75133,4
75134,4
75135,0
75136,4
75137,0
75138,4
75139,4
75140,1
75141,0
75142,4
75143,4
75144,4
75145,4
75146,4
75147,4
75148,0
75149,4
75150,4
75151,4
75152,0
75153,4
75154,4
75155,0
75156,1
75157,4
75158,4
75159,4
75160,0
75161,0
75162,4
75163,4
75164,4
75165,0
75166,0
75167,4
75168,1
75169,0
75170,4
75171,4
75172,4
75173,0
75174,4
75175,0
75176,4
75177,4
75178,4
75179,4
75180,0
75181,4
75182,0
75183,0
75184,4
75185,1
75186,0
75187,0
75188,4
75189,0
75190,4
75191,0
75192,4
75193,0
75194,0
75195,0
75196,4
75197,0
75198,4
75199,0
75200,4
75201,0
75202,0
75203,4
75204,4
75205,4
75206,4
75207,0
75208,0
75209,4
75210,4
75211,0
75212,4
75213,0
75214,0
75215,4
75216,1
75217,4
75218,4
75219,4
75220,0
75221,4
75222,4
75223,0
75224,0
75225,4
75226,4
75227,0
75228,0
75229,4
75230,0
75231,4
75232,0
75233,4
75234,0
75235,0
75236,1
75237,4
75238,4
75239,4
75240,4
75241,4
75242,4
75243,0
75244,4
75245,4
75246,4
75247,0
75248,0
75249,4
75250,0
75251,4
75252,0
75253,4
75254,4
75255,4
75256,0
75257,4
75258,4
75259,4
75260,1
75261,4
75262,0
75263,4
75264,4
75265,4
75266,0
75267,0
75268,1
75269,0
75270,4
75271,4
75272,1
75273,4
75274,4
75275,4
75276,4
75277,0
75278,4
75279,4
75280,4
75281,4
75282,4
75283,4
75284,0
75285,4
75286,4
75287,1
75288,4
75289,4
75290,4
75291,4
75292,1
75293,4
75294,4
75295,1
75296,0
75297,4
75298,4
75299,0
75300,4
75301,4
75302,1
75303,0
75304,1
75305,4
75306,4
75307,0
75308,0
75309,4
75310,0
75311,0
75312,4
75313,4
75314,4
75315,4
75316,0
75317,0
75318,4
75319,4
75320,0
75321,4
75322,4
75323,4
75324,4
75325,4
75326,0
75327,4
75328,4
75329,0
75330,4
75331,4
75332,0
75333,4
75334,1
75335,4
75336,0
75337,0
75338,4
75339,4
75340,4
75341,4
75342,4
75343,4
75344,0
75345,4
75346,0
75347,1
75348,4
75349,1
75350,0
75351,4
75352,0
75353,4
75354,0
75355,0
75356,4
75357,0
75358,0
75359,0
75360,0
75361,4
75362,0
75363,0
75364,4
75365,0
75366,4
75367,4
75368,0
75369,0
75370,0
75371,0
75372,1
75373,4
75374,4
75375,0
75376,0
75377,1
75378,1
75379,4
75380,4
75381,4
75382,4
75383,4
75384,4
75385,4
75386,4
75387,0
75388,0
75389,4
75390,4
75391,4
75392,4
75393,4
75394,0
75395,1
75396,4
75397,4
75398,0
75399,0
75400,4
75401,0
75402,0
75403,0
75404,4
75405,4
75406,0
75407,0
75408,0
75409,4
75410,1
75411,4
75412,4
75413,4
75414,4
75415,4
75416,0
75417,0
75418,0
75419,4
75420,2
75421,0
75422,4
75423,1
75424,4
75425,4
75426,0
75427,4
75428,4
75429,0
75430,0
75431,4
75432,4
75433,1
75434,4
75435,4
75436,0
75437,0
75438,0
75439,2
75440,4
75441,4
75442,0
75443,0
75444,4
75445,0
75446,4
75447,0
75448,4
75449,0
75450,0
75451,4
75452,0
75453,4
75454,0
75455,4
75456,4
75457,0
75458,4
75459,4
75460,4
75461,4
75462,4
75463,4
75464,0
75465,0
75466,4
75467,4
75468,4
75469,4
75470,4
75471,1
75472,0
75473,4
75474,0
75475,4
75476,4
75477,4
75478,4
75479,1
75480,0
75481,1
75482,1
75483,4
75484,0
75485,4
75486,4
75487,1
75488,0
75489,4
75490,4
75491,4
75492,0
75493,4
75494,0
75495,0
75496,0
75497,4
75498,4
75499,1
75500,1
75501,1
75502,4
75503,0
75504,1
75505,4
75506,4
75507,0
75508,2
75509,0
75510,1
75511,4
75512,0
75513,4
75514,0
75515,4
75516,4
75517,4
75518,1
75519,1
75520,0
75521,0
75522,0
75523,4
75524,4
75525,0
75526,0
75527,0
75528,4
75529,0
75530,4
75531,4
75532,4
75533,0
75534,1
75535,0
75536,0
75537,0
75538,4
75539,4
75540,4
75541,0
75542,4
75543,0
75544,0
75545,4
75546,4
75547,4
75548,4
75549,4
75550,4
75551,4
75552,0
75553,4
75554,0
75555,1
75556,0
75557,4
75558,4
75559,4
75560,4
75561,0
75562,4
75563,0
75564,0
75565,4
75566,0
75567,4
75568,4
75569,4
75570,0
75571,4
75572,0
75573,4
75574,4
75575,0
75576,0
75577,1
75578,4
75579,4
75580,4
75581,0
75582,4
75583,1
75584,1
75585,0
75586,1
75587,4
75588,4
75589,4
75590,4
75591,4
75592,4
75593,4
75594,4
75595,4
75596,2
75597,0
75598,4
75599,4
75600,4
75601,4
75602,4
75603,1
75604,0
75605,4
75606,0
75607,4
75608,4
75609,0
75610,4
75611,0
75612,4
75613,0
75614,4
75615,0
75616,0
75617,0
75618,1
75619,1
75620,0
75621,0
75622,4
75623,4
75624,0
75625,0
75626,4
75627,4
75628,4
75629,4
75630,0
75631,4
75632,4
75633,0
75634,4
75635,0
75636,1
75637,0
75638,4
75639,0
75640,4
75641,4
75642,0
75643,4
75644,1
75645,2
75646,4
75647,4
75648,1
75649,4
75650,0
75651,0
75652,0
75653,4
75654,4
75655,0
75656,4
75657,4
75658,0
75659,0
75660,0
75661,4
75662,0
75663,4
75664,1
75665,0
75666,4
75667,0
75668,0
75669,0
75670,4
75671,0
75672,0
75673,4
75674,0
75675,4
75676,1
75677,4
75678,4
75679,4
75680,4
75681,2
75682,4
75683,4
75684,4
75685,4
75686,4
75687,2
75688,4
75689,4
75690,4
75691,4
75692,0
75693,4
75694,4
75695,0
75696,4
75697,1
75698,4
75699,0
75700,0
75701,4
75702,0
75703,0
75704,4
75705,4
75706,4
75707,4
75708,4
75709,0
75710,4
75711,4
75712,0
75713,4
75714,0
75715,0
75716,0
75717,0
75718,4
75719,4
75720,4
75721,0
75722,0
75723,0
75724,4
75725,0
75726,4
75727,0
75728,1
75729,0
75730,0
75731,4
75732,4
75733,0
75734,4
75735,4
75736,0
75737,0
75738,4
75739,4
75740,4
75741,1
75742,4
75743,0
75744,0
75745,0
75746,4
75747,0
75748,0
75749,4
75750,4
75751,4
75752,0
75753,1
75754,0
75755,4
75756,4
75757,4
75758,4
75759,0
75760,1
75761,0
75762,4
75763,4
75764,0
75765,0
75766,0
75767,0
75768,4
75769,4
75770,0
75771,4
75772,4
75773,0
75774,0
75775,0
75776,4
75777,4
75778,0
75779,0
75780,4
75781,4
75782,1
75783,4
75784,0
75785,0
75786,0
75787,4
75788,4
75789,0
75790,0
75791,4
75792,4
75793,4
75794,4
75795,4
75796,4
75797,0
75798,4
75799,0
75800,0
75801,0
75802,4
75803,0
75804,4
75805,0
75806,4
75807,4
75808,0
75809,4
75810,0
75811,4
75812,0
75813,4
75814,0
75815,4
75816,0
75817,4
75818,4
75819,4
75820,4
75821,0
75822,4
75823,0
75824,4
75825,4
75826,4
75827,4
75828,0
75829,4
75830,0
75831,4
75832,4
75833,4
75834,0
75835,4
75836,4
75837,4
75838,4
75839,0
75840,4
75841,0
75842,4
75843,4
75844,0
75845,4
75846,0
75847,0
75848,4
75849,0
75850,0
75851,4
75852,4
75853,4
75854,4
75855,0
75856,4
75857,4
75858,0
75859,0
75860,1
75861,4
75862,4
75863,0
75864,4
75865,1
75866,4
75867,0
75868,0
75869,0
75870,0
75871,0
75872,1
75873,4
75874,4
75875,4
75876,4
75877,4
75878,0
75879,4
75880,4
75881,0
75882,4
75883,4
75884,4
75885,0
75886,4
75887,0
75888,4
75889,0
75890,4
75891,4
75892,0
75893,4
75894,0
75895,4
75896,4
75897,4
75898,4
75899,4
75900,4
75901,0
75902,0
75903,4
75904,4
75905,4
75906,0
75907,0
75908,4
75909,1
75910,4
75911,0
75912,4
75913,0
75914,0
75915,1
75916,0
75917,0
75918,1
75919,4
75920,4
75921,2
75922,0
75923,4
75924,4
75925,4
75926,4
75927,4
75928,1
75929,4
75930,0
75931,4
75932,0
75933,4
75934,4
75935,1
75936,1
75937,0
75938,0
75939,0
75940,4
75941,0
75942,4
75943,2
75944,4
75945,1
75946,4
75947,4
75948,1
75949,4
75950,1
75951,4
75952,4
75953,0
75954,0
75955,4
75956,4
75957,4
75958,0
75959,1
75960,0
75961,1
75962,4
75963,4
75964,0
75965,4
75966,4
75967,0
75968,0
75969,4
75970,4
75971,4
75972,0
75973,0
75974,4
75975,0
75976,4
75977,1
75978,4
75979,4
75980,4
75981,4
75982,1
75983,0
75984,0
75985,0
75986,0
75987,4
75988,1
75989,4
75990,4
75991,0
75992,1
75993,0
75994,4
75995,0
75996,4
75997,4
75998,0
75999,4
76000,4
76001,1
76002,0
76003,4
76004,4
76005,0
76006,4
76007,4
76008,4
76009,4
76010,4
76011,0
76012,4
76013,4
76014,4
76015,4
76016,4
76017,0
76018,0
76019,4
76020,0
76021,4
76022,4
76023,4
76024,4
76025,4
76026,0
76027,4
76028,4
76029,4
76030,4
76031,4
76032,4
76033,0
76034,4
76035,1
76036,1
76037,0
76038,1
76039,4
76040,4
76041,0
76042,4
76043,0
76044,4
76045,4
76046,4
76047,0
76048,4
76049,4
76050,0
76051,4
76052,4
76053,4
76054,0
76055,4
76056,0
76057,1
76058,4
76059,1
76060,0
76061,4
76062,4
76063,1
76064,4
76065,4
76066,1
76067,0
76068,1
76069,4
76070,4
76071,4
76072,0
76073,0
76074,4
76075,0
76076,4
76077,0
76078,4
76079,4
76080,0
76081,4
76082,4
76083,0
76084,0
76085,0
76086,4
76087,0
76088,0
76089,0
76090,4
76091,0
76092,4
76093,0
76094,4
76095,1
76096,0
76097,0
76098,0
76099,4
76100,4
76101,4
76102,4
76103,0
76104,4
76105,4
76106,0
76107,0
76108,0
76109,0
76110,0
76111,4
76112,0
76113,0
76114,1
76115,4
76116,0
76117,0
76118,1
76119,4
76120,4
76121,0
76122,4
76123,0
76124,4
76125,0
76126,4
76127,4
76128,0
76129,0
76130,4
76131,0
76132,1
76133,0
76134,4
76135,0
76136,4
76137,0
76138,4
76139,0
76140,4
76141,0
76142,0
76143,4
76144,4
76145,4
76146,1
76147,0
76148,4
76149,4
76150,0
76151,0
76152,0
76153,4
76154,0
76155,4
76156,4
76157,4
76158,0
76159,1
76160,4
76161,0
76162,1
76163,0
76164,4
76165,4
76166,4
76167,0
76168,4
76169,4
76170,4
76171,4
76172,4
76173,4
76174,4
76175,4
76176,4
76177,0
76178,0
76179,0
76180,1
76181,4
76182,4
76183,4
76184,4
76185,0
76186,0
76187,4
76188,4
76189,1
76190,4
76191,4
76192,0
76193,1
76194,0
76195,0
76196,0
76197,4
76198,4
76199,4
76200,4
76201,4
76202,0
76203,4
76204,0
76205,0
76206,0
76207,0
76208,4
76209,4
76210,4
76211,4
76212,1
76213,0
76214,4
76215,4
76216,4
76217,1
76218,4
76219,4
76220,4
76221,0
76222,4
76223,4
76224,4
76225,0
76226,0
76227,4
76228,1
76229,4
76230,4
76231,0
76232,4
76233,0
76234,0
76235,4
76236,4
76237,1
76238,4
76239,0
76240,1
76241,4
76242,4
76243,2
76244,0
76245,0
76246,0
76247,4
76248,0
76249,4
76250,4
76251,1
76252,0
76253,4
76254,4
76255,4
76256,0
76257,4
76258,4
76259,4
76260,4
76261,4
76262,0
76263,1
76264,4
76265,4
76266,0
76267,0
76268,4
76269,4
76270,4
76271,4
76272,4
76273,4
76274,4
76275,4
76276,0
76277,4
76278,0
76279,0
76280,4
76281,1
76282,0
76283,4
76284,4
76285,0
76286,0
76287,4
76288,4
76289,0
76290,0
76291,4
76292,0
76293,4
76294,4
76295,4
76296,0
76297,0
76298,4
76299,4
76300,4
76301,4
76302,4
76303,0
76304,4
76305,0
76306,0
76307,4
76308,0
76309,4
76310,4
76311,4
76312,4
76313,4
76314,1
76315,4
76316,0
76317,0
76318,4
76319,0
76320,0
76321,4
76322,4
76323,4
76324,0
76325,0
76326,4
76327,0
76328,4
76329,4
76330,4
76331,4
76332,4
76333,0
76334,0
76335,4
76336,4
76337,4
76338,0
76339,4
76340,0
76341,4
76342,4
76343,4
76344,4
76345,0
76346,0
76347,0
76348,4
76349,4
76350,4
76351,4
76352,4
76353,4
76354,0
76355,1
76356,1
76357,4
76358,0
76359,0
76360,4
76361,1
76362,0
76363,1
76364,4
76365,1
76366,0
76367,0
76368,2
76369,4
76370,0
76371,4
76372,4
76373,1
76374,4
76375,0
76376,4
76377,0
76378,4
76379,4
76380,0
76381,4
76382,0
76383,4
76384,0
76385,0
76386,4
76387,4
76388,0
76389,4
76390,4
76391,0
76392,0
76393,4
76394,0
76395,0
76396,4
76397,4
76398,0
76399,4
76400,4
76401,0
76402,0
76403,4
76404,4
76405,4
76406,0
76407,0
76408,0
76409,4
76410,0
76411,4
76412,4
76413,4
76414,4
76415,4
76416,4
76417,4
76418,0
76419,4
76420,4
76421,4
76422,4
76423,0
76424,0
76425,2
76426,4
76427,4
76428,1
76429,4
76430,4
76431,2
76432,0
76433,4
76434,0
76435,4
76436,0
76437,4
76438,4
76439,4
76440,4
76441,0
76442,4
76443,1
76444,4
76445,0
76446,0
76447,4
76448,0
76449,0
76450,4
76451,0
76452,4
76453,0
76454,0
76455,4
76456,1
76457,4
76458,4
76459,4
76460,4
76461,4
76462,4
76463,0
76464,4
76465,4
76466,0
76467,0
76468,0
76469,4
76470,4
76471,0
76472,1
76473,1
76474,4
76475,4
76476,0
76477,4
76478,4
76479,4
76480,4
76481,4
76482,4
76483,0
76484,4
76485,0
76486,0
76487,0
76488,4
76489,4
76490,4
76491,4
76492,4
76493,4
76494,0
76495,4
76496,4
76497,1
76498,4
76499,0
76500,4
76501,1
76502,4
76503,0
76504,4
76505,4
76506,0
76507,0
76508,0
76509,4
76510,4
76511,0
76512,4
76513,0
76514,0
76515,0
76516,4
76517,1
76518,4
76519,4
76520,1
76521,4
76522,1
76523,0
76524,4
76525,4
76526,1
76527,4
76528,0
76529,1
76530,0
76531,4
76532,0
76533,1
76534,1
76535,0
76536,4
76537,0
76538,4
76539,1
76540,4
76541,1
76542,0
76543,1
76544,4
76545,1
76546,0
76547,4
76548,1
76549,4
76550,0
76551,4
76552,0
76553,4
76554,4
76555,4
76556,4
76557,4
76558,4
76559,1
76560,4
76561,4
76562,0
76563,4
76564,4
76565,1
76566,4
76567,0
76568,0
76569,4
76570,4
76571,0
76572,0
76573,4
76574,4
76575,4
76576,1
76577,4
76578,4
76579,4
76580,0
76581,0
76582,4
76583,0
76584,0
76585,0
76586,0
76587,0
76588,0
76589,0
76590,4
76591,4
76592,1
76593,1
76594,4
76595,0
76596,4
76597,0
76598,4
76599,0
76600,0
76601,4
76602,0
76603,0
76604,0
76605,4
76606,4
76607,4
76608,4
76609,0
76610,0
76611,0
76612,0
76613,4
76614,4
76615,0
76616,0
76617,0
76618,4
76619,4
76620,0
76621,4
76622,4
76623,4
76624,0
76625,1
76626,0
76627,0
76628,0
76629,4
76630,4
76631,4
76632,1
76633,0
76634,1
76635,0
76636,4
76637,0
76638,4
76639,4
76640,4
76641,4
76642,0
76643,4
76644,0
76645,4
76646,0
76647,0
76648,0
76649,4
76650,4
76651,1
76652,4
76653,0
76654,0
76655,4
76656,4
76657,1
76658,4
76659,4
76660,4
76661,4
76662,2
76663,0
76664,4
76665,0
76666,4
76667,0
76668,4
76669,4
76670,0
76671,4
76672,4
76673,4
76674,4
76675,0
76676,4
76677,4
76678,4
76679,4
76680,4
76681,4
76682,0
76683,0
76684,4
76685,4
76686,0
76687,0
76688,4
76689,0
76690,4
76691,1
76692,0
76693,4
76694,4
76695,0
76696,4
76697,4
76698,4
76699,4
76700,4
76701,4
76702,4
76703,0
76704,0
76705,0
76706,1
76707,4
76708,4
76709,0
76710,4
76711,4
76712,1
76713,0
76714,0
76715,0
76716,4
76717,4
76718,0
76719,4
76720,0
76721,4
76722,4
76723,4
76724,0
76725,4
76726,0
76727,0
76728,4
76729,0
76730,4
76731,4
76732,0
76733,4
76734,4
76735,4
76736,0
76737,0
76738,4
76739,0
76740,4
76741,0
76742,0
76743,0
76744,0
76745,0
76746,0
76747,4
76748,0
76749,4
76750,0
76751,0
76752,1
76753,4
76754,4
76755,4
76756,4
76757,0
76758,4
76759,4
76760,0
76761,1
76762,4
76763,0
76764,4
76765,0
76766,1
76767,0
76768,4
76769,0
76770,0
76771,1
76772,4
76773,4
76774,0
76775,4
76776,4
76777,4
76778,4
76779,4
76780,0
76781,0
76782,0
76783,0
76784,1
76785,4
76786,0
76787,1
76788,4
76789,4
76790,1
76791,0
76792,4
76793,0
76794,4
76795,0
76796,0
76797,0
76798,4
76799,4
76800,0
76801,4
76802,4
76803,4
76804,0
76805,4
76806,4
76807,1
76808,4
76809,1
76810,4
76811,4
76812,1
76813,0
76814,3
76815,0
76816,4
76817,0
76818,0
76819,0
76820,0
76821,4
76822,4
76823,0
76824,4
76825,4
76826,4
76827,0
76828,4
76829,4
76830,1
76831,4
76832,4
76833,4
76834,0
76835,4
76836,4
76837,4
76838,0
76839,4
76840,4
76841,0
76842,0
76843,4
76844,0
76845,0
76846,4
76847,1
76848,0
76849,0
76850,4
76851,4
76852,4
76853,4
76854,4
76855,4
76856,4
76857,4
76858,0
76859,0
76860,4
76861,4
76862,4
76863,4
76864,4
76865,4
76866,4
76867,1
76868,4
76869,4
76870,4
76871,4
76872,0
76873,4
76874,0
76875,1
76876,4
76877,4
76878,4
76879,0
76880,1
76881,4
76882,0
76883,4
76884,4
76885,0
76886,0
76887,0
76888,0
76889,4
76890,4
76891,4
76892,4
76893,4
76894,0
76895,2
76896,1
76897,0
76898,0
76899,4
76900,4
76901,4
76902,1
76903,0
76904,4
76905,4
76906,4
76907,4
76908,4
76909,0
76910,4
76911,0
76912,0
76913,0
76914,4
76915,0
76916,4
76917,4
76918,4
76919,4
76920,0
76921,0
76922,1
76923,0
76924,4
76925,4
76926,0
76927,4
76928,4
76929,4
76930,1
76931,4
76932,4
76933,4
76934,0
76935,4
76936,0
76937,4
76938,4
76939,4
76940,4
76941,4
76942,4
76943,4
76944,0
76945,4
76946,1
76947,4
76948,4
76949,1
76950,4
76951,4
76952,4
76953,4
76954,0
76955,4
76956,4
76957,0
76958,4
76959,0
76960,4
76961,4
76962,1
76963,0
76964,0
76965,4
76966,1
76967,0
76968,1
76969,4
76970,0
76971,1
76972,4
76973,1
76974,4
76975,4
76976,4
76977,4
76978,0
76979,4
76980,4
76981,4
76982,4
76983,0
76984,4
76985,0
76986,1
76987,1
76988,0
76989,4
76990,1
76991,1
76992,0
76993,4
76994,0
76995,4
76996,0
76997,4
76998,0
76999,0
77000,1
77001,1
77002,4
77003,4
77004,0
77005,0
77006,4
77007,0
77008,0
77009,4
77010,4
77011,0
77012,1
77013,1
77014,0
77015,0
77016,4
77017,4
77018,0
77019,0
77020,0
77021,0
77022,4
77023,0
77024,1
77025,4
77026,0
77027,0
77028,4
77029,4
77030,4
77031,0
77032,4
77033,0
77034,1
77035,4
77036,0
77037,1
77038,4
77039,0
77040,1
77041,4
77042,0
77043,0
77044,0
77045,4
77046,4
77047,0
77048,4
77049,4
77050,0
77051,4
77052,4
77053,1
77054,0
77055,0
77056,0
77057,4
77058,4
77059,0
77060,0
77061,0
77062,0
77063,0
77064,4
77065,4
77066,4
77067,0
77068,0
77069,0
77070,0
77071,0
77072,1
77073,0
77074,4
77075,4
77076,4
77077,0
77078,0
77079,1
77080,4
77081,0
77082,4
77083,4
77084,0
77085,4
77086,4
77087,4
77088,1
77089,0
77090,4
77091,4
77092,4
77093,1
77094,0
77095,0
77096,4
77097,0
77098,0
77099,1
77100,4
77101,4
77102,4
77103,0
77104,4
77105,4
77106,4
77107,4
77108,0
77109,0
77110,0
77111,4
77112,0
77113,4
77114,4
77115,0
77116,1
77117,4
77118,4
77119,4
77120,4
77121,4
77122,4
77123,4
77124,4
77125,0
77126,0
77127,0
77128,0
77129,0
77130,4
77131,0
77132,0
77133,0
77134,4
77135,4
77136,4
77137,0
77138,4
77139,4
77140,4
77141,4
77142,4
77143,0
77144,4
77145,0
77146,4
77147,4
77148,4
77149,0
77150,4
77151,1
77152,0
77153,4
77154,4
77155,4
77156,4
77157,0
77158,1
77159,4
77160,4
77161,4
77162,4
77163,4
77164,4
77165,0
77166,4
77167,0
77168,4
77169,0
77170,4
77171,0
77172,4
77173,4
77174,4
77175,4
77176,0
77177,4
77178,0
77179,4
77180,4
77181,1
77182,0
77183,4
77184,4
77185,0
77186,0
77187,0
77188,1
77189,1
77190,4
77191,0
77192,0
77193,0
77194,0
77195,4
77196,0
77197,4
77198,0
77199,0
77200,4
77201,0
77202,4
77203,4
77204,0
77205,4
77206,4
77207,4
77208,4
77209,4
77210,4
77211,4
77212,0
77213,4
77214,1
77215,4
77216,4
77217,4
77218,0
77219,0
77220,4
77221,0
77222,0
77223,0
77224,4
77225,0
77226,4
77227,4
77228,0
77229,4
77230,4
77231,0
77232,0
77233,0
77234,4
77235,4
77236,0
77237,0
77238,4
77239,4
77240,0
77241,0
77242,0
77243,1
77244,0
77245,4
77246,0
77247,0
77248,0
77249,0
77250,4
77251,0
77252,4
77253,1
77254,1
77255,1
77256,0
77257,4
77258,4
77259,4
77260,4
77261,0
77262,4
77263,4
77264,4
77265,4
77266,4
77267,0
77268,4
77269,0
77270,4
77271,1
77272,4
77273,4
77274,0
77275,4
77276,4
77277,4
77278,0
77279,4
77280,0
77281,4
77282,4
77283,4
77284,4
77285,0
77286,4
77287,0
77288,4
77289,0
77290,0
77291,4
77292,4
77293,4
77294,0
77295,4
77296,0
77297,0
77298,0
77299,0
77300,4
77301,0
77302,4
77303,4
77304,4
